Date,Time,Sample ID,Sample,Arm,Tank,Beaker,TP,Target,Beaker conditions,Observed concentration (uM),Pump,Notes,
2023-04-25,,329,29_T1,Armand,2,29,T2,0,Empty,0.08,1,,
2023-04-25,,330,30_T1,Armand,2,30,T2,0,Empty,0.04,2,,
2023-04-25,,331,31_T1,Armand,2,31,T2,5,Coral,1.72,1,,
2023-04-25,,332,32_T1,Armand,2,32,T2,5,Coral,0.78,2,,
2023-04-25,,333,33_T1,Armand,5,33,T2,0,Empty,0.29,1,,
2023-04-25,,334,34_T1,Armand,5,34,T2,0,Empty,0.25,2,,
2023-04-25,,335,35_T1,Armand,5,35,T2,5,Skeleton,3.22,1,,
2023-04-25,,336,36_T1,Armand,5,36,T2,5,Skeleton,2.45,2,,
2023-04-25,,337,37_T1,Armand,5,37,T2,0,Skeleton,0.18,1,,
2023-04-25,,338,38_T1,Armand,5,38,T2,0,Skeleton,0.09,2,,
2023-04-25,,339,39_T1,Armand,5,39,T2,5,Empty,2.67,1,,
2023-04-25,,340,40_T1,Armand,5,40,T2,5,Empty,2.67,2,,
2023-04-25,,341,41_T1,Armand,5,41,T2,0,Empty,0,1,,
2023-04-25,,342,42_T1,Armand,5,42,T2,0,Empty,0.17,2,,
2023-04-25,,343,43_T1,Armand,5,43,T2,5,Skeleton,1.68,1,,
2023-04-25,,344,44_T1,Armand,5,44,T2,5,Skeleton,1.9,2,,
2023-04-25,,345,45_T1,Armand,5,45,T2,0,Skeleton,0.31,1,,
2023-04-25,,346,46_T1,Armand,5,46,T2,0,Skeleton,0.13,2,,
2023-04-25,,347,47_T1,Armand,5,47,T2,5,Empty,2.27,1,,
2023-04-25,,348,48_T1,Armand,5,48,T2,5,Empty,2.45,2,,
2023-04-25,,349,49_T2,Armanda,3,49,T2,0,Skeleton,0.04,2,,
2023-04-25,,350,50_T2,Armanda,3,50,T2,0,Skeleton,0.12,1,,
2023-04-25,,351,51_T2,Armanda,3,51,T2,5,Coral,1.55,2,,
2023-04-25,,352,52_T2,Armanda,3,52,T2,5,Coral,1.53,1,,
2023-04-25,,353,53_T2,Armanda,3,53,T2,0,Coral,0.07,2,,
2023-04-25,,354,54_T2,Armanda,3,54,T2,0,Coral,0.85,1,,
2023-04-25,,355,55_T2,Armanda,3,55,T2,5,Skeleton,2.75,2,,
2023-04-25,,356,56_T2,Armanda,3,56,T2,5,Skeleton,2.54,1,,
2023-04-25,,357,57_T2,Armanda,3,57,T2,0,Skeleton,0.22,2,,
2023-04-25,,358,58_T2,Armanda,3,58,T2,0,Skeleton,0.07,1,,
2023-04-25,,359,59_T2,Armanda,3,59,T2,5,Coral,1.6,2,,
2023-04-25,,360,60_T2,Armanda,3,60,T2,5,Coral,0.37,1,,
2023-04-25,,361,61_T2,Armanda,3,61,T2,0,Coral,0.17,2,,
2023-04-25,,362,62_T2,Armanda,3,62,T2,0,Coral,0.11,1,,
2023-04-25,,363,63_T2,Armanda,3,63,T2,5,Skeleton,2.26,2,,
2023-04-25,,364,64_T2,Armanda,3,64,T2,5,Skeleton,2.59,1,,
2023-04-25,,365,65_T2,Armanda,4,65,T2,0,Coral,0.21,2,,
2023-04-25,,366,66_T2,Armanda,4,66,T2,0,Coral,0.1,1,,
2023-04-25,,367,67_T2,Armanda,4,67,T2,5,Skeleton,2.29,2,,
2023-04-25,,368,68_T2,Armanda,4,68,T2,5,Skeleton,2.61,1,,
2023-04-25,,369,69_T2,Armanda,4,69,T2,0,Empty,0,2,,
2023-04-25,,370,70_T2,Armanda,4,70,T2,0,Empty,0.02,1,,
2023-04-25,,371,71_T2,Armanda,4,71,T2,5,Coral,1.11,2,,
2023-04-25,,372,72_T2,Armanda,4,72,T2,5,Coral,1.4,1,,
2023-04-25,,373,73_T2,Armanda,4,73,T2,0,Coral,0,2,,
2023-04-25,,374,74_T2,Armanda,4,74,T2,0,Coral,0,1,,
2023-04-25,,375,75_T2,Armanda,4,75,T2,5,Empty,2.38,2,,
2023-04-25,,376,76_T2,Armanda,4,76,T2,5,Empty,2.39,1,,
2023-04-25,,377,77_T2,Armanda,4,77,T2,0,Empty,0.03,2,,
2023-04-25,,378,78_T2,Armanda,4,78,T2,0,Empty,0.01,1,,
2023-04-25,,379,79_T2,Armanda,4,79,T2,5,Coral,1.66,2,,
2023-04-25,,380,80_T2,Armanda,4,80,T2,5,Coral,0.99,1,,
2023-04-25,,381,81_T2,Armanda,8,81,T2,0,Empty,0,2,,
2023-04-25,,382,82_T2,Armanda,8,82,T2,0,Empty,0,1,,
2023-04-25,,383,83_T2,Armanda,8,83,T2,5,Empty,2.08,2,,
2023-04-25,,384,84_T2,Armanda,8,84,T2,5,Empty,2.19,1,,
2023-04-25,,385,85_T2,Armanda,8,85,T2,0,Empty,0,2,,
2023-04-25,,386,86_T2,Armanda,8,86,T2,0,Empty,0,1,,
2023-04-25,,387,87_T2,Armanda,8,87,T2,5,Empty,2.32,2,,
2023-04-25,,388,88_T2,Armanda,8,88,T2,5,Empty,2.29,1,,
2023-04-25,,389,89_T2,Armanda,8,89,T2,0,Empty,0,2,,
2023-04-25,,390,90_T2,Armanda,8,90,T2,0,Empty,0,1,,
2023-04-25,,391,91_T2,Armanda,8,91,T2,5,Empty,1.9,2,,
2023-04-25,,392,92_T2,Armanda,8,92,T2,5,Empty,2.22,1,,
2023-04-25,,393,93_T2,Armanda,8,93,T2,0,Empty,0,2,,
2023-04-25,,394,94_T2,Armanda,8,94,T2,0,Empty,0,1,,
2023-04-25,,395,95_T2,Armanda,8,95,T2,5,Empty,2.02,2,,
2023-04-25,,396,96_T2,Armanda,8,96,T2,5,Empty,2.22,1,,
2023-04-25,,397,Armand_Stock_R1,Source,Stock,Source,T2,3,Source,NA,Source,Left behind,
2023-04-25,,398,Armand_Stock_R2,Source,Stock,Source,T2,60,Source,72.72,Source,,3636
2023-04-25,,399,Armanda_Stock_R1,Source,Stock,Source,T2,60,Source,71.04,Source,,
2023-04-25,,400,Armanda_Stock_R2,Source,Stock,Source,T2,60,Source,67.26,Source,,
2023-04-26,,401,1_T1,Armand,1,1,T3,0,Skeleton,,1,,
2023-04-26,,402,2_T1,Armand,1,2,T3,0,Skeleton,,2,,
2023-04-26,,403,3_T1,Armand,1,3,T3,5,Coral,,1,,
2023-04-26,,404,4_T1,Armand,1,4,T3,5,Coral,,2,,
2023-04-26,,405,5_T1,Armand,1,5,T3,0,Coral,,1,,
2023-04-26,,406,6_T1,Armand,1,6,T3,0,Coral,,2,,
2023-04-26,,407,7_T1,Armand,1,7,T3,5,Empty,,1,,
2023-04-26,,408,8_T1,Armand,1,8,T3,5,Empty,,2,,
2023-04-26,,409,9_T1,Armand,1,9,T3,0,Skeleton,,1,,
2023-04-26,,410,10_T1,Armand,1,10,T3,0,Skeleton,,2,,
2023-04-26,,411,11_T1,Armand,1,11,T3,5,Coral,,1,,
2023-04-26,,412,12_T1,Armand,1,12,T3,5,Coral,,2,,
2023-04-26,,413,13_T1,Armand,1,13,T3,0,Coral,,1,,
2023-04-26,,414,14_T1,Armand,1,14,T3,0,Coral,,2,,
2023-04-26,,415,15_T1,Armand,1,15,T3,5,Skeleton,,1,,
2023-04-26,,416,16_T1,Armand,1,16,T3,5,Skeleton,,2,,
2023-04-26,,417,17_T1,Armand,2,17,T3,0,Coral,,1,,
2023-04-26,,418,18_T1,Armand,2,18,T3,0,Coral,,2,,
2023-04-26,,419,19_T1,Armand,2,19,T3,5,Skeleton,,1,,
2023-04-26,,420,20_T1,Armand,2,20,T3,5,Skeleton,,2,,
2023-04-26,,421,21_T1,Armand,2,21,T3,0,Skeleton,,1,,
2023-04-26,,422,22_T1,Armand,2,22,T3,0,Skeleton,,2,,
2023-04-26,,423,23_T1,Armand,2,23,T3,5,Coral,,1,,
2023-04-26,,424,24_T1,Armand,2,24,T3,5,Coral,,2,,
2023-04-26,,425,25_T1,Armand,2,25,T3,0,Coral,,1,,
2023-04-26,,426,26_T1,Armand,2,26,T3,0,Coral,,2,,
2023-04-26,,427,27_T1,Armand,2,27,T3,5,Empty,,1,,
2023-04-26,,428,28_T1,Armand,2,28,T3,5,Skeleton,,2,,
2023-04-26,,429,29_T1,Armand,2,29,T3,0,Empty,,1,,
2023-04-26,,430,30_T1,Armand,2,30,T3,0,Empty,,2,,
2023-04-26,,431,31_T1,Armand,2,31,T3,5,Coral,,1,,
2023-04-26,,432,32_T1,Armand,2,32,T3,5,Coral,,2,,
2023-04-26,,433,33_T1,Armand,5,33,T3,0,Empty,,1,,
2023-04-26,,434,34_T1,Armand,5,34,T3,0,Empty,,2,,
2023-04-26,,435,35_T1,Armand,5,35,T3,5,Skeleton,,1,,
2023-04-26,,436,36_T1,Armand,5,36,T3,5,Skeleton,,2,,
2023-04-26,,437,37_T1,Armand,5,37,T3,0,Skeleton,,1,,
2023-04-26,,438,38_T1,Armand,5,38,T3,0,Skeleton,,2,,
2023-04-26,,439,39_T1,Armand,5,39,T3,5,Empty,,1,,
2023-04-26,,440,40_T1,Armand,5,40,T3,5,Empty,,2,,
2023-04-26,,441,41_T1,Armand,5,41,T3,0,Empty,,1,,
2023-04-26,,442,42_T1,Armand,5,42,T3,0,Empty,,2,,
2023-04-26,,443,43_T1,Armand,5,43,T3,5,Skeleton,,1,,
2023-04-26,,444,44_T1,Armand,5,44,T3,5,Skeleton,,2,,
2023-04-26,,445,45_T1,Armand,5,45,T3,0,Skeleton,,1,,
2023-04-26,,446,46_T1,Armand,5,46,T3,0,Skeleton,,2,,
2023-04-26,,447,47_T1,Armand,5,47,T3,5,Empty,,1,,
2023-04-26,,448,48_T1,Armand,5,48,T3,5,Empty,,2,,
2023-04-26,,449,49_T3,Armanda,3,49,T3,0,Skeleton,,2,,
2023-04-26,,450,50_T3,Armanda,3,50,T3,0,Skeleton,,1,,
2023-04-26,,451,51_T3,Armanda,3,51,T3,5,Coral,,2,,
2023-04-26,,452,52_T3,Armanda,3,52,T3,5,Coral,,1,,
2023-04-26,,453,53_T3,Armanda,3,53,T3,0,Coral,,2,,
2023-04-26,,454,54_T3,Armanda,3,54,T3,0,Coral,,1,,
2023-04-26,,455,55_T3,Armanda,3,55,T3,5,Skeleton,,2,,
2023-04-26,,456,56_T3,Armanda,3,56,T3,5,Skeleton,,1,,
2023-04-26,,457,57_T3,Armanda,3,57,T3,0,Skeleton,,2,,
2023-04-26,,458,58_T3,Armanda,3,58,T3,0,Skeleton,,1,,
2023-04-26,,459,59_T3,Armanda,3,59,T3,5,Coral,,2,,
2023-04-26,,460,60_T3,Armanda,3,60,T3,5,Coral,,1,,
2023-04-26,,461,61_T3,Armanda,3,61,T3,0,Coral,,2,,
2023-04-26,,462,62_T3,Armanda,3,62,T3,0,Coral,,1,,
2023-04-26,,463,63_T3,Armanda,3,63,T3,5,Skeleton,,2,,
2023-04-26,,464,64_T3,Armanda,3,64,T3,5,Skeleton,,1,,
2023-04-26,,465,65_T3,Armanda,4,65,T3,0,Coral,,2,,
2023-04-26,,466,66_T3,Armanda,4,66,T3,0,Coral,,1,,
2023-04-26,,467,67_T3,Armanda,4,67,T3,5,Skeleton,,2,,
2023-04-26,,468,68_T3,Armanda,4,68,T3,5,Skeleton,,1,,
2023-04-26,,469,69_T3,Armanda,4,69,T3,0,Empty,,2,,
2023-04-26,,470,70_T3,Armanda,4,70,T3,0,Empty,,1,,
2023-04-26,,471,71_T3,Armanda,4,71,T3,5,Coral,,2,,
2023-04-26,,472,72_T3,Armanda,4,72,T3,5,Coral,,1,,
2023-04-26,,473,73_T3,Armanda,4,73,T3,0,Coral,,2,,
2023-04-26,,474,74_T3,Armanda,4,74,T3,0,Coral,,1,,
2023-04-26,,475,75_T3,Armanda,4,75,T3,5,Empty,,2,,
2023-04-26,,476,76_T3,Armanda,4,76,T3,5,Empty,,1,,
2023-04-26,,477,77_T3,Armanda,4,77,T3,0,Empty,,2,,
2023-04-26,,478,78_T3,Armanda,4,78,T3,0,Empty,,1,,
2023-04-26,,479,79_T3,Armanda,4,79,T3,5,Coral,,2,,
2023-04-26,,480,80_T3,Armanda,4,80,T3,5,Coral,,1,,
2023-04-26,,481,81_T3,Armanda,8,81,T3,0,Empty,,2,,
2023-04-26,,482,82_T3,Armanda,8,82,T3,0,Empty,,1,,
2023-04-26,,483,83_T3,Armanda,8,83,T3,5,Empty,,2,,
2023-04-26,,484,84_T3,Armanda,8,84,T3,5,Empty,,1,,
2023-04-26,,485,85_T3,Armanda,8,85,T3,0,Empty,,2,,
2023-04-26,,486,86_T3,Armanda,8,86,T3,0,Empty,,1,,
2023-04-26,,487,87_T3,Armanda,8,87,T3,5,Empty,,2,,
2023-04-26,,488,88_T3,Armanda,8,88,T3,5,Empty,,1,,
2023-04-26,,489,89_T3,Armanda,8,89,T3,0,Empty,,2,,
2023-04-26,,490,90_T3,Armanda,8,90,T3,0,Empty,,1,,
2023-04-26,,491,91_T3,Armanda,8,91,T3,5,Empty,,2,,
2023-04-26,,492,92_T3,Armanda,8,92,T3,5,Empty,,1,,
2023-04-26,,493,93_T3,Armanda,8,93,T3,0,Empty,,2,,
2023-04-26,,494,94_T3,Armanda,8,94,T3,0,Empty,,1,,
2023-04-26,,495,95_T3,Armanda,8,95,T3,5,Empty,,2,,
2023-04-26,,496,96_T3,Armanda,8,96,T3,5,Empty,,1,,
2023-04-26,,497,Source_T3,Source,VAT-left,Source,T3,0,Source,,,,
2023-04-26,,498,Source_T3,Source,VAT-right,Source,T3,0,Source,,,,
2023-04-26,,499,Diseased tank ,Source,T6,Source,T3,0,Source,,,,
2023-04-26,,500,Healthy tank ,Source,T7,Source,T3,0,Source,,,,
2023-04-26,,501,Armand_Stock_R1,Source,Stock,Source,T3,6,Source,,Source,,
2023-04-26,,502,Armanda_Stock_R1,Source,Stock,Source,T3,6,Source,,Source,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,12,,,,,,,,,,
