Date,Time,Sample ID,Sample,Arm,Treatment,Tank,Beaker,Pump,TP,Coral,Genotype,Colony,Tag,Disease,Nutrients,Temp,Treatment2,Target,Beaker conditions,Notes,NH4 concentration (uM),NO2,N+N,NO3,PO4,N
5/4/23,3:00 PM,307,Armand_Stock_R1_T3,Stock,Stock,Armand_Stock_R1,Source,Source,T3,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,NA,,,,,
5/4/23,3:00 PM,308,Armand_Stock_R2_T3,Stock,Stock,Armand_Stock_R2,Source,Source,T3,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,5.96,,,,,
5/4/23,3:00 PM,309,Armanda_Stock_R1_T3,Stock,Stock,Armanda_Stock_R1,Source,Source,T3,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,5.32,,,,,
5/4/23,3:00 PM,310,Armanda_Stock_R2_T3,Stock,Stock,Armanda_Stock_R2,Source,Source,T3,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,7.31,,,,,
5/4/23,3:00 PM,311,Healthy tank_T3,Healthy,Healthy,Healthy tank,Source,Source,T3,NA,NA,NA,NA,Placebo,Other,NA,Source,0,Empty,,0.88,,,,,
5/4/23,3:00 PM,312,Diseased tank _T3,Disease,Disease,Diseased tank ,Source,Source,T3,NA,NA,NA,NA,SCTLD,Other,NA,Source,0,Empty,,7.99,,,,,
5/5/23,12:30 PM,313,1_T4,Armand,LN_28,1,1,2,T4,A_740,A,Eevee,740,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.03,0.15,0.26,0.11,0.06,0.29
5/5/23,12:30 PM,314,2_T4,Armand,LN_28,1,2,2,T4,C_534,C,Clefairy,534,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.02,0.11,1.18,1.07,0.06,1.2
5/5/23,12:30 PM,315,3_T4,Armand,LN_28,1,3,2,T4,D_535,D,Ditto,535,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.34,0.15,1.34,1.19,0.05,1.68
5/5/23,12:30 PM,316,4_T4,Armand,LN_28,1,4,2,T4,BLANK,NA,NA,NA,Placebo,LN,28,LN_28_Placebo,0,Empty,,0.62,0.17,2.15,1.98,0.07,2.77
5/5/23,12:30 PM,317,5_T4,Armand,LN_28,1,5,1,T4,A_19,A,Eevee,19,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.1,0.1,0.23,0.13,0.04,0.33
5/5/23,12:30 PM,318,6_T4,Armand,LN_28,1,6,1,T4,C_513,C,Clefairy,513,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.04,0.04,0.34,0.3,0.06,0.38
5/5/23,12:30 PM,319,7_T4,Armand,LN_28,1,7,1,T4,D_536,D,Ditto,536,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.64,0.14,0.79,0.65,0.05,1.43
5/5/23,12:30 PM,320,8_T4,Armand,LN_28,1,8,1,T4,BLANK,NA,NA,NA,SCTLD,LN,28,LN_28_SCTLD,0,Empty,,0.07,0.26,1.65,1.39,0.07,1.72
5/5/23,12:30 PM,321,9_T4,Armand,HN_28,1,9,1,T4,A_74,A,Eevee,74,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.25,0.11,1.71,1.6,0.04,1.96
5/5/23,12:30 PM,322,10_T4,Armand,HN_28,1,10,1,T4,C_514,C,Clefairy,514,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,1.38,0.13,2.51,2.38,0.06,3.89
5/5/23,12:30 PM,323,11_T4,Armand,HN_28,1,11,1,T4,D_537,D,Ditto,537,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.84,0.13,2.14,2.01,0.05,2.98
5/5/23,12:30 PM,324,12_T4,Armand,HN_28,1,12,1,T4,BLANK,NA,NA,NA,SCTLD,HN,28,HN_28_SCTLD,5,Empty,,0.97,0.15,2.63,2.48,0.07,3.6
5/5/23,12:30 PM,325,13_T4,Armand,HN_28,1,13,1,T4,A_79,A,Eevee,79,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.02,0.12,1.73,1.61,0.07,1.75
5/5/23,12:30 PM,326,14_T4,Armand,HN_28,1,14,1,T4,C_515,C,Clefairy,515,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,2.84,0.12,2.26,2.14,0.04,5.1
5/5/23,12:30 PM,327,15_T4,Armand,HN_28,1,15,1,T4,D_538,D,Ditto,538,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.51,0.12,2.17,2.05,0.04,2.68
5/5/23,12:30 PM,328,16_T4,Armand,HN_28,1,16,2,T4,BLANK,NA,NA,NA,Placebo,HN,28,HN_28_Placebo,5,Empty,,0.83,0.2,1.61,1.41,0.05,2.44
5/5/23,12:30 PM,329,17_T4,Armand,HN_31,2,17,2,T4,A_80,A,Eevee,80,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.15,0.13,1.29,1.16,0.06,1.44
5/5/23,12:30 PM,330,18_T4,Armand,HN_31,2,18,2,T4,D_871,D,Ditto,871,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.29,0.18,2.83,2.65,0.04,3.12
5/5/23,12:30 PM,331,19_T4,Armand,HN_31,2,19,2,T4,D_539,D,Ditto,539,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.08,0.17,2.79,2.62,0.02,2.87
5/5/23,12:30 PM,332,20_T4,Armand,HN_31,2,20,2,T4,BLANK,NA,NA,NA,Placebo,HN,31,HN_31_Placebo,5,Empty,,0.38,0.19,3.48,3.29,0.06,3.86
5/5/23,12:30 PM,333,21_T4,Armand,HN_31,2,21,1,T4,A_82,A,Eevee,82,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.11,0.09,0.88,0.79,0.03,0.99
5/5/23,12:30 PM,334,22_T4,Armand,HN_31,2,22,1,T4,C_517,C,Clefairy,517,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.37,0.1,1.13,1.03,0.04,1.5
5/5/23,12:30 PM,335,23_T4,Armand,HN_31,2,23,1,T4,D_540,D,Ditto,540,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,2.25,0.14,2.07,1.93,0.04,4.32
5/5/23,12:30 PM,336,24_T4,Armand,HN_31,2,24,1,T4,BLANK,NA,NA,NA,SCTLD,HN,31,HN_31_SCTLD,5,Empty,,0.38,0.17,2.64,2.47,0.07,3.02
5/5/23,12:30 PM,337,25_T4,Armand,LN_31,2,25,1,T4,A_83,A,Eevee,83,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.18,0.1,0.37,0.27,0.05,0.55
5/5/23,12:30 PM,338,26_T4,Armand,LN_31,2,26,1,T4,C_518,C,Clefairy,518,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.13,0.09,0.21,0.12,0.03,0.34
5/5/23,12:30 PM,339,27_T4,Armand,LN_31,2,27,1,T4,D_541,D,Ditto,541,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.07,0.07,0.39,0.32,0.05,0.46
5/5/23,12:30 PM,340,28_T4,Armand,LN_31,2,28,1,T4,BLANK,NA,NA,NA,SCTLD,LN,31,LN_31_SCTLD,0,Empty,,0.17,0.31,0.9,0.59,0.05,1.07
5/5/23,12:30 PM,341,29_T4,Armand,LN_31,2,29,1,T4,A_96,A,Eevee,96,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.04,0.06,0.16,0.1,0.04,0.2
5/5/23,12:30 PM,342,30_T4,Armand,LN_31,2,30,1,T4,C_519,C,Clefairy,519,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.4,0.04,0.35,0.31,0.04,0.75
5/5/23,12:30 PM,343,31_T4,Armand,LN_31,2,31,1,T4,D_542,D,Ditto,542,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,2.67,0.03,0.3,0.27,0.08,2.97
5/5/23,12:30 PM,344,32_T4,Armand,LN_31,2,32,2,T4,BLANK,NA,NA,NA,Placebo,LN,31,LN_31_Placebo,0,Empty,,0,0.09,0.11,0.02,0.04,0.11
5/5/23,12:30 PM,345,33_T4,Armand,LN_28,5,33,2,T4,EMPTY,NA,NA,NA,NA,LN,28,LN_28_NA,0,Empty,,0.1,0.26,1.01,0.75,0.04,1.11
5/5/23,12:30 PM,346,34_T4,Armand,LN_28,5,34,1,T4,A_105,A,Eevee,105,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,1.06,0.08,0.29,0.21,0.06,1.35
5/5/23,12:30 PM,347,35_T4,Armand,LN_28,5,35,1,T4,C_520,C,Clefairy,520,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.62,0.07,0.35,0.28,0.03,0.97
5/5/23,12:30 PM,348,36_T4,Armand,LN_28,5,36,1,T4,D_543,D,Ditto,543,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.39,0.11,0.94,0.83,0.03,1.33
5/5/23,12:30 PM,349,37_T4,Armand,HN_28,5,37,1,T4,A_107,A,Eevee,107,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.21,0.13,1.71,1.58,0.03,1.92
5/5/23,12:30 PM,350,38_T4,Armand,HN_28,5,38,1,T4,C_521,C,Clefairy,521,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.67,0.13,2.22,2.09,0.03,2.89
5/5/23,12:30 PM,351,39_T4,Armand,HN_28,5,39,1,T4,D_544,D,Ditto,544,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.75,0.13,2.29,2.16,0.02,3.04
5/5/23,12:30 PM,352,40_T4,Armand,LN_28,5,40,1,T4,A_109,A,Eevee,109,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.41,0.09,0.59,0.5,0.01,1
5/5/23,12:30 PM,353,41_T4,Armand,LN_28,5,41,1,T4,C_522,C,Clefairy,522,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.43,0.08,0.48,0.4,0.04,0.91
5/5/23,12:30 PM,354,42_T4,Armand,LN_28,5,42,1,T4,D_545,D,Ditto,545,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.68,0.12,0.83,0.71,0.07,1.51
5/5/23,12:30 PM,355,43_T4,Armand,HN_28,5,43,1,T4,A_110,A,Eevee,110,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.8,0.13,1.9,1.77,0.05,2.7
5/5/23,12:30 PM,356,44_T4,Armand,HN_28,5,44,1,T4,C_523,C,Clefairy,523,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.48,0.13,2.31,2.18,0.06,2.79
5/5/23,12:30 PM,357,45_T4,Armand,HN_28,5,45,1,T4,D_546,D,Ditto,546,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.22,0.14,2.1,1.96,0.06,2.32
5/5/23,12:30 PM,358,46_T4,Armand,HN_28,5,46,1,T4,A_111,A,Eevee,111,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.02,0.12,1.58,1.46,0.06,1.6
5/5/23,12:30 PM,359,47_T4,Armand,LN_28,5,47,1,T4,C_524,C,Clefairy,524,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.17,0.12,0.89,0.77,0.04,1.06
5/5/23,12:30 PM,360,48_T4,Armand,LN_28,5,48,1,T4,A_121,A,Eevee,121,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.46,0.11,0.74,0.63,0.05,1.2
5/5/23,12:30 PM,361,49_T4,Armanda,LN_31,3,49,2,T4,A_201,A,Eevee,201,Placebo,LN,31,LN_31_Placebo,0,Coral,,2.47,0.03,0.06,0.03,0.06,2.53
5/5/23,12:30 PM,362,50_T4,Armanda,LN_31,3,50,2,T4,C_526,C,Clefairy,526,Placebo,LN,31,LN_31_Placebo,0,Coral,,0.29,0.12,0.54,0.42,0.05,0.83
5/5/23,12:30 PM,363,51_T4,Armanda,LN_31,3,51,2,T4,D_547,D,Ditto,547,Placebo,LN,31,LN_31_Placebo,0,Coral,,0.02,0.13,0.55,0.42,0.04,0.57
5/5/23,12:30 PM,364,52_T4,Armanda,LN_31,3,52,2,T4,BLANK,NA,NA,NA,Placebo,LN,31,LN_31_Placebo,0,Empty,,0.07,0.2,0.34,0.14,0.08,0.41
5/5/23,12:30 PM,365,53_T4,Armanda,LN_31,3,53,1,T4,A_202,A,Eevee,202,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.08,0.06,0.11,0.05,0.06,0.19
5/5/23,12:30 PM,366,54_T4,Armanda,LN_31,3,54,1,T4,C_526,C,Clefairy,526,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.02,0.11,0.75,0.64,0.06,0.77
5/5/23,12:30 PM,367,55_T4,Armanda,LN_31,3,55,1,T4,D_548,D,Ditto,548,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.02,0.11,0.76,0.65,0.06,0.78
5/5/23,12:30 PM,368,56_T4,Armanda,LN_31,3,56,1,T4,BLANK,NA,NA,NA,SCTLD,LN,31,LN_31_SCTLD,0,Empty,,0.08,0.22,1.08,0.86,0.08,1.16
5/5/23,12:30 PM,369,57_T4,Armanda,HN_31,3,57,1,T4,A_205,A,Eevee,205,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.54,0.12,2.95,2.83,0.04,3.49
5/5/23,12:30 PM,370,58_T4,Armanda,HN_31,3,58,1,T4,C_527,C,Clefairy,527,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.5,0.13,2.5,2.37,0.04,3
5/5/23,12:30 PM,371,59_T4,Armanda,HN_31,3,59,1,T4,D_867,D,Ditto,867,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.08,0.13,2.68,2.55,0.05,2.76
5/5/23,12:30 PM,372,60_T4,Armanda,HN_31,3,60,1,T4,BLANK,NA,NA,NA,SCTLD,HN,31,HN_31_SCTLD,5,Empty,,0.31,0.15,3.39,3.24,0.07,3.7
5/5/23,12:30 PM,373,61_T4,Armanda,HN_31,3,61,1,T4,A_209,A,Eevee,209,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.04,0.12,1.06,0.94,0.03,1.1
5/5/23,12:30 PM,374,62_T4,Armanda,HN_31,3,62,1,T4,C_528,C,Clefairy,528,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.07,0.13,1.96,1.83,0.03,2.03
5/5/23,12:30 PM,375,63_T4,Armanda,HN_31,3,63,1,T4,D_866,D,Ditto,866,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.06,0.12,2.3,2.18,0.04,2.36
5/5/23,12:30 PM,376,64_T4,Armanda,HN_31,3,64,2,T4,BLANK,NA,NA,NA,Placebo,HN,31,HN_31_Placebo,5,Empty,,0.72,0.18,1.61,1.43,0.06,2.33
5/5/23,12:30 PM,377,65_T4,Armanda,HN_28,4,65,2,T4,A_214,A,Eevee,214,Placebo,HN,28,HN_28_Placebo,5,Coral,,0.37,0.14,1.81,1.67,0.04,2.18
5/5/23,12:30 PM,378,66_T4,Armanda,HN_28,4,66,2,T4,C_511,C,Clefairy,511,Placebo,HN,28,HN_28_Placebo,5,Coral,,0.71,0.15,2.88,2.73,0.04,3.59
5/5/23,12:30 PM,379,67_T4,Armanda,HN_28,4,67,2,T4,D_868,D,Ditto,868,Placebo,HN,28,HN_28_Placebo,5,Coral,,0.5,0.16,2.83,2.67,0.03,3.33
5/5/23,12:30 PM,380,68_T4,Armanda,HN_28,4,68,2,T4,BLANK,NA,NA,NA,Placebo,HN,28,HN_28_Placebo,5,Empty,,1.46,0.18,3.77,3.59,0.05,5.23
5/5/23,12:30 PM,381,69_T4,Armanda,HN_28,4,69,1,T4,A_287,A,Eevee,287,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.78,0.09,1.13,1.04,0.05,1.91
5/5/23,12:30 PM,382,70_T4,Armanda,HN_28,4,70,1,T4,C_529,C,Clefairy,529,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,1.19,0.09,2.12,2.03,0.05,3.31
5/5/23,12:30 PM,383,71_T4,Armanda,HN_28,4,71,1,T4,D_549,D,Ditto,549,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.33,0.12,2.84,2.72,0.04,3.17
5/5/23,12:30 PM,384,72_T4,Armanda,HN_28,4,72,1,T4,BLANK,NA,NA,NA,SCTLD,HN,28,HN_28_SCTLD,5,Empty,,1.58,0.15,3.64,3.49,0.07,5.22
5/5/23,12:30 PM,385,73_T4,Armanda,LN_28,4,73,1,T4,A_305,A,Eevee,305,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.96,0.1,0.57,0.47,0.04,1.53
5/5/23,12:30 PM,386,74_T4,Armanda,LN_28,4,74,1,T4,C_530,C,Clefairy,530,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.04,0.15,0.56,0.41,0.05,0.6
5/5/23,12:30 PM,387,75_T4,Armanda,LN_28,4,75,1,T4,D_860,D,Ditto,860,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.08,0.12,1.5,1.38,0.04,1.58
5/5/23,12:30 PM,388,76_T4,Armanda,LN_28,4,76,1,T4,BLANK,NA,NA,NA,SCTLD,LN,28,LN_28_SCTLD,0,Empty,,0.16,0.24,2.07,1.83,0.05,2.23
5/5/23,12:30 PM,389,77_T4,Armanda,LN_28,4,77,1,T4,A_310,A,Eevee,310,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.01,0.12,0.38,0.26,0.04,0.39
5/5/23,12:30 PM,390,78_T4,Armanda,LN_28,4,78,1,T4,C_531,C,Clefairy,531,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0,0.11,1.14,1.03,0.03,1.14
5/5/23,12:30 PM,391,79_T4,Armanda,LN_28,4,79,1,T4,D_861,D,Ditto,861,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.63,0.08,1,0.92,0.04,1.63
5/5/23,12:30 PM,392,80_T4,Armanda,LN_28,4,80,2,T4,BLANK,NA,NA,NA,Placebo,LN,28,LN_28_Placebo,0,Empty,,0.01,0.21,0.19,0,0.05,0.22
5/5/23,12:30 PM,393,81_T4,Armanda,LN_28,8,81,2,T4,EMPTY,NA,NA,NA,NA,LN,28,LN_28_NA,0,Empty,,0.04,0.35,0.38,0.03,0.04,0.42
5/5/23,12:30 PM,394,82_T4,Armanda,LN_31,8,82,1,T4,A_321,A,Eevee,321,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.01,0.08,0.06,0,0.04,0.09
5/5/23,12:30 PM,395,83_T4,Armanda,LN_31,8,83,1,T4,C_532,C,Clefairy,532,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.03,0.07,0.2,0.13,0.06,0.23
5/5/23,12:30 PM,396,84_T4,Armanda,LN_31,8,84,1,T4,D_862,D,Ditto,862,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.02,0.1,0.59,0.49,0.06,0.61
5/5/23,12:30 PM,397,85_T4,Armanda,HN_31,8,85,1,T4,A_324,A,Eevee,324,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.1,0.13,2.17,2.04,0.43,2.27
5/5/23,12:30 PM,398,86_T4,Armanda,HN_31,8,86,1,T4,C_533,C,Clefairy,533,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.11,0.14,1.91,1.77,0.06,2.02
5/5/23,12:30 PM,399,87_T4,Armanda,HN_31,8,87,1,T4,D_863,D,Ditto,863,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.05,0.12,1.7,1.58,0.06,1.75
5/5/23,12:30 PM,400,88_T4,Armanda,LN_31,8,88,1,T4,A_5,A,Eevee,5,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.55,0.1,0.58,0.48,0.05,1.13
5/5/23,12:30 PM,401,89_T4,Armanda,LN_31,8,89,1,T4,C_512,C,Clefairy,512,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.11,0.06,0.28,0.22,0.05,0.39
5/5/23,12:30 PM,402,90_T4,Armanda,LN_31,8,90,1,T4,D_864,D,Ditto,864,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,1.43,0.09,0.59,0.5,0.05,2.02
5/5/23,12:30 PM,403,91_T4,Armanda,HN_31,8,91,1,T4,A_741,A,Eevee,741,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0,0.15,1.89,1.74,0.05,1.89
5/5/23,12:30 PM,404,92_T4,Armanda,HN_31,8,92,1,T4,C_516,C,Clefairy,516,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0,0.14,2.65,2.51,0.05,2.65
5/5/23,12:30 PM,405,93_T4,Armanda,HN_31,8,93,1,T4,D_865,D,Ditto,865,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.1,0.14,1.32,1.18,0.05,1.42
5/5/23,12:30 PM,406,94_T4,Armanda,HN_31,8,94,1,T4,D_872,D,Ditto,872,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.07,0.15,2.31,2.16,0.04,2.38
5/5/23,12:30 PM,407,95_T4,Armanda,HN_31,8,95,1,T4,A_742,A,Eevee,742,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.05,0.12,1.6,1.48,0.07,1.65
5/5/23,12:30 PM,408,96_T4,Armanda,LN_31,8,96,1,T4,A_743,A,Eevee,743,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.05,0.12,0.56,0.44,0.08,0.61
5/5/23,12:30 PM,409,VAT-left_T4,VAT,VAT,VAT-left,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,0,Empty,,0.22,0.1,2.64,2.54,0.04,2.86
5/5/23,12:30 PM,410,VAT-right_T4,VAT,VAT,VAT-right,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,0,Empty,,0.27,0.06,2.39,2.33,0.02,2.66
5/5/23,12:30 PM,411,Armand_Stock_R1_T4,Stock,Stock,Armand_Stock_R1,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,5.34,0.03,0.4,0.37,0.04,5.74
5/5/23,12:30 PM,412,Armand_Stock_R2_T4,Stock,Stock,Armand_Stock_R2,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,7.01,0.03,0.29,0.26,0.02,7.3
5/5/23,12:30 PM,413,Armanda_Stock_R1_T4,Stock,Stock,Armanda_Stock_R1,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,6.01,0.02,0.59,0.57,0.01,6.6
5/5/23,12:30 PM,414,Armanda_Stock_R2_T4,Stock,Stock,Armanda_Stock_R2,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,6,Empty,,7.2,0.02,0.45,0.43,0,7.65
5/5/23,12:30 PM,415,Healthy tank_T4,Healthy,Healthy,Healthy tank,Source,Source,T4,NA,NA,NA,NA,Placebo,Other,NA,Source,0,Empty,,0,0.15,3.35,3.2,0.06,3.35
5/5/23,12:30 PM,416,Diseased tank _T4,Disease,Disease,Diseased tank ,Source,Source,T4,NA,NA,NA,NA,SCTLD,Other,NA,Source,0,Empty,,10.62,0.41,13.38,12.97,0.34,24
5/8/23,12:15 PM,417,1_T5,Armand,LN_28,1,1,2,T5,A_740,A,Eevee,740,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.12,,,,,
5/8/23,12:15 PM,418,2_T5,Armand,LN_28,1,2,2,T5,C_534,C,Clefairy,534,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.35,,,,,
5/8/23,12:15 PM,419,3_T5,Armand,LN_28,1,3,2,T5,D_535,D,Ditto,535,Placebo,LN,28,LN_28_Placebo,0,Coral,,0.07,,,,,
5/8/23,12:15 PM,420,4_T5,Armand,LN_28,1,4,2,T5,BLANK,NA,NA,NA,Placebo,LN,28,LN_28_Placebo,0,Empty,,0,,,,,
5/8/23,12:15 PM,421,5_T5,Armand,LN_28,1,5,1,T5,A_19,A,Eevee,19,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.19,,,,,
5/8/23,12:15 PM,422,6_T5,Armand,LN_28,1,6,1,T5,C_513,C,Clefairy,513,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.31,,,,,
5/8/23,12:15 PM,423,7_T5,Armand,LN_28,1,7,1,T5,D_536,D,Ditto,536,SCTLD,LN,28,LN_28_SCTLD,0,Coral,,0.22,,,,,
5/8/23,12:15 PM,424,8_T5,Armand,LN_28,1,8,1,T5,BLANK,NA,NA,NA,SCTLD,LN,28,LN_28_SCTLD,0,Empty,,0.04,,,,,
5/8/23,12:15 PM,425,9_T5,Armand,HN_28,1,9,1,T5,A_74,A,Eevee,74,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.6,,,,,
5/8/23,12:15 PM,426,10_T5,Armand,HN_28,1,10,1,T5,C_514,C,Clefairy,514,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,2.12,,,,,
5/8/23,12:15 PM,427,11_T5,Armand,HN_28,1,11,1,T5,D_537,D,Ditto,537,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,1.05,,,,,
5/8/23,12:15 PM,428,12_T5,Armand,HN_28,1,12,1,T5,BLANK,NA,NA,NA,SCTLD,HN,28,HN_28_SCTLD,5,Empty,,1.96,,,,,
5/8/23,12:15 PM,429,13_T5,Armand,HN_28,1,13,1,T5,A_79,A,Eevee,79,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.3,,,,,
5/8/23,12:15 PM,430,14_T5,Armand,HN_28,1,14,1,T5,C_515,C,Clefairy,515,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.27,,,,,
5/8/23,12:15 PM,431,15_T5,Armand,HN_28,1,15,1,T5,D_538,D,Ditto,538,SCTLD,HN,28,HN_28_SCTLD,5,Coral,,0.82,,,,,
5/8/23,12:15 PM,432,16_T5,Armand,HN_28,1,16,2,T5,BLANK,NA,NA,NA,Placebo,HN,28,HN_28_Placebo,5,Empty,,1.81,,,,,
5/8/23,12:15 PM,433,17_T5,Armand,HN_31,2,17,2,T5,A_80,A,Eevee,80,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.22,,,,,
5/8/23,12:15 PM,434,18_T5,Armand,HN_31,2,18,2,T5,D_871,D,Ditto,871,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.57,,,,,
5/8/23,12:15 PM,435,19_T5,Armand,HN_31,2,19,2,T5,D_539,D,Ditto,539,Placebo,HN,31,HN_31_Placebo,5,Coral,,0.43,,,,,
5/8/23,12:15 PM,436,20_T5,Armand,HN_31,2,20,2,T5,BLANK,NA,NA,NA,Placebo,HN,31,HN_31_Placebo,5,Empty,,0.68,,,,,
5/8/23,12:15 PM,437,21_T5,Armand,HN_31,2,21,1,T5,A_82,A,Eevee,82,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.25,,,,,
5/8/23,12:15 PM,438,22_T5,Armand,HN_31,2,22,1,T5,C_517,C,Clefairy,517,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.51,,,,,
5/8/23,12:15 PM,439,23_T5,Armand,HN_31,2,23,1,T5,D_540,D,Ditto,540,SCTLD,HN,31,HN_31_SCTLD,5,Coral,,0.42,,,,,
5/8/23,12:15 PM,440,24_T5,Armand,HN_31,2,24,1,T5,BLANK,NA,NA,NA,SCTLD,HN,31,HN_31_SCTLD,5,Empty,,0.84,,,,,
5/8/23,12:15 PM,441,25_T5,Armand,LN_31,2,25,1,T5,A_83,A,Eevee,83,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.37,,,,,
5/8/23,12:15 PM,442,26_T5,Armand,LN_31,2,26,1,T5,C_518,C,Clefairy,518,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.07,,,,,
5/8/23,12:15 PM,443,27_T5,Armand,LN_31,2,27,1,T5,D_541,D,Ditto,541,SCTLD,LN,31,LN_31_SCTLD,0,Coral,,0.06,,,,,
